#DataThief /Users/mastbaum/sbn/analysis/numu.png Wednesday 29-Mar-2017 3:05:46 PM
9.705e-2, 93.377
9.705e-2, 92.738
9.705e-2, 92.106
9.705e-2, 91.476
9.705e-2, 90.851
9.705e-2, 90.231
9.705e-2, 89.615
9.754e-2, 89.003
9.803e-2, 88.395
9.852e-2, 88.395
9.901e-2, 87.791
9.95e-2, 87.791
0.1, 87.791
0.1, 87.192
0.101, 87.192
0.102, 86.596
0.102, 86.005
0.102, 85.418
0.103, 84.834
0.103, 84.255
0.103, 83.679
0.103, 83.108
0.103, 82.54
0.102, 82.54
0.102, 81.976
0.101, 81.976
0.1, 81.976
0.1, 81.417
9.95e-2, 81.417
9.901e-2, 80.861
9.852e-2, 80.861
9.852e-2, 80.309
9.803e-2, 80.309
9.754e-2, 80.309
9.705e-2, 79.76
9.657e-2, 79.76
9.609e-2, 79.76
9.561e-2, 79.215
9.514e-2, 79.215
9.467e-2, 79.215
9.419e-2, 78.674
9.373e-2, 78.674
9.326e-2, 78.674
9.28e-2, 78.137
9.234e-2, 78.137
9.188e-2, 77.603
9.142e-2, 77.603
9.097e-2, 77.073
9.051e-2, 76.547
9.006e-2, 76.024
8.962e-2, 76.024
8.917e-2, 75.505
8.873e-2, 75.505
8.917e-2, 74.988
8.962e-2, 74.476
8.962e-2, 73.968
9.006e-2, 73.463
9.006e-2, 72.962
9.051e-2, 72.962
9.051e-2, 72.463
9.097e-2, 71.968
9.097e-2, 71.476
9.142e-2, 70.988
9.142e-2, 70.504
9.188e-2, 70.023
9.142e-2, 70.023
9.097e-2, 69.544
9.051e-2, 69.544
9.006e-2, 69.544
8.962e-2, 69.069
8.917e-2, 69.069
8.873e-2, 69.069
8.829e-2, 68.597
8.785e-2, 68.597
8.741e-2, 68.597
8.697e-2, 68.597
8.654e-2, 68.597
8.611e-2, 68.597
8.568e-2, 68.129
8.526e-2, 68.129
8.483e-2, 68.129
8.441e-2, 68.129
8.399e-2, 68.129
8.358e-2, 68.129
8.316e-2, 67.664
8.275e-2, 67.664
8.233e-2, 67.664
8.193e-2, 67.664
8.152e-2, 67.664
8.111e-2, 67.664
8.071e-2, 67.202
8.031e-2, 67.202
7.991e-2, 67.202
7.951e-2, 67.202
7.912e-2, 67.202
7.872e-2, 67.202
7.833e-2, 66.742
7.794e-2, 66.742
7.756e-2, 66.742
7.717e-2, 66.742
7.679e-2, 66.742
7.64e-2, 66.742
7.602e-2, 66.287
7.565e-2, 66.287
7.527e-2, 66.287
7.49e-2, 66.287
7.452e-2, 66.287
7.415e-2, 66.287
7.378e-2, 65.834
7.342e-2, 65.834
7.305e-2, 65.834
7.269e-2, 65.385
7.233e-2, 65.385
7.197e-2, 65.385
