#DataThief /Users/mastbaum/sbn/analysis/numu.png Wednesday 29-Mar-2017 3:07:10 PM
0.217, 97.296
0.215, 96.632
0.215, 95.972
0.214, 95.316
0.213, 94.665
0.212, 94.665
0.211, 94.019
0.211, 93.377
0.211, 92.738
0.211, 92.106
0.211, 91.476
0.211, 90.851
0.211, 90.231
0.211, 89.615
0.211, 89.003
0.21, 89.003
0.21, 88.395
0.209, 88.395
0.21, 88.395
0.211, 88.395
0.212, 88.395
0.213, 87.791
0.214, 87.791
0.215, 87.791
0.217, 87.791
0.218, 87.791
0.219, 87.192
0.22, 86.596
0.221, 86.596
0.221, 86.005
0.222, 86.005
0.223, 85.418
0.224, 85.418
0.225, 84.834
0.226, 84.834
0.228, 84.834
0.229, 84.834
0.229, 84.255
0.228, 83.679
0.226, 84.255
0.228, 84.255
0.226, 84.255
0.225, 83.679
0.225, 83.108
0.225, 82.54
0.224, 81.976
0.223, 82.54
0.223, 81.976
0.222, 81.417
0.221, 81.417
0.22, 81.417
0.219, 81.417
0.218, 81.417
0.217, 81.417
0.215, 81.417
0.214, 81.417
0.213, 80.861
0.212, 80.309
0.211, 79.76
0.21, 79.76
0.209, 79.76
0.208, 79.215
0.207, 79.215
0.206, 79.215
0.205, 78.674
0.204, 78.674
0.203, 78.674
0.202, 78.674
0.201, 78.137
0.2, 78.137
0.2, 77.603
0.2, 77.073
0.199, 76.547
0.198, 76.024
0.197, 75.505
0.196, 75.505
0.196, 74.988
0.196, 74.476
0.196, 73.968
0.195, 73.968
0.195, 73.463
0.196, 72.962
0.197, 72.463
0.198, 71.968
0.199, 71.476
0.2, 70.988
0.201, 70.504
0.201, 70.023
0.202, 70.023
0.202, 69.544
0.203, 69.544
0.203, 69.069
0.204, 69.069
0.205, 69.544
0.206, 69.544
0.205, 69.544
0.204, 70.023
0.205, 70.023
0.204, 69.544
0.203, 70.023
0.203, 70.504
0.204, 70.504
0.203, 70.023
0.202, 70.023
0.202, 69.544
0.201, 69.544
0.2, 69.544
0.199, 69.544
0.198, 69.544
0.197, 69.544
0.196, 69.544
0.195, 69.544
0.194, 69.544
0.193, 69.069
0.192, 69.069
0.191, 69.069
0.19, 69.069
0.189, 69.069
